,rank,year,contract_start,contract_end,contract_length,age,games,war,league_r,bats_r,throws_r,team_sr,team_pr,position_r,ts_mil,as_mil,clusters,cluster
796,163,2019,2017,2023,6,28,155,-0.4,1,0,0,22,22,5,83.0,5.5,2,purple
797,170,2011,2008,2013,6,30,69,-1.1,0,1,0,16,16,3,80.0,15.0,2,purple
798,170,2012,2008,2013,6,31,134,1.2,0,1,0,16,16,3,80.0,14.0,2,purple
799,170,2013,2008,2013,6,32,127,1.3,0,1,0,16,16,3,80.0,0.0,2,purple
800,170,2013,2008,2013,6,32,25,0.0,1,1,0,16,21,3,80.0,14.0,2,purple
801,164,2009,2009,2013,5,32,33,4.5,0,0,0,18,18,1,82.5,16.5,2,purple
802,164,2010,2009,2013,5,33,33,-0.7,0,0,0,18,18,1,82.5,16.5,2,purple
803,164,2011,2009,2013,5,34,33,0.0,0,0,0,18,18,1,82.5,16.5,2,purple
804,164,2012,2009,2013,5,35,31,2.6,1,0,0,18,21,1,82.5,16.5,2,purple
805,164,2013,2009,2013,5,36,30,2.0,1,0,0,18,21,1,82.5,16.5,2,purple
806,164,2017,2017,2021,5,31,118,1.8,1,2,0,25,25,9,82.5,16.5,2,purple
807,164,2018,2017,2021,5,32,90,-1.4,1,2,0,25,25,9,82.5,16.5,2,purple
808,164,2019,2017,2021,5,33,150,1.4,1,2,0,25,25,9,82.5,16.5,2,purple
809,164,2020,2017,2021,5,34,31,0.0,1,2,0,25,25,9,82.5,16.5,2,purple
810,164,2021,2017,2021,5,35,7,-0.2,0,2,0,25,12,9,82.5,16.5,2,purple
811,164,2010,2010,2015,5,31,33,1.7,0,0,0,3,3,1,82.5,18.7,2,purple
812,164,2011,2010,2015,5,32,28,-1.9,0,0,0,3,3,1,82.5,15.95,2,purple
813,164,2013,2010,2015,5,34,29,2.7,0,0,0,3,3,1,82.5,15.25,2,purple
814,164,2014,2010,2015,5,35,21,1.3,0,0,0,3,3,1,82.5,0.0,2,purple
815,164,2014,2010,2015,5,35,10,-0.4,1,0,0,3,25,1,82.5,15.25,2,purple
816,164,2015,2010,2015,5,36,33,5.8,1,0,0,3,25,1,82.5,0.5075,2,purple
817,164,2016,2016,2019,4,27,33,4.7,0,0,0,3,3,1,82.5,20.125,2,purple
818,164,2017,2016,2019,4,28,33,-0.4,0,0,0,3,3,1,82.5,20.125,2,purple
819,164,2018,2016,2019,4,29,33,2.5,0,0,0,3,3,1,82.5,21.125,2,purple
820,164,2019,2016,2019,4,30,32,0.9,0,0,0,3,3,1,82.5,21.125,2,purple
821,168,2015,2015,2019,5,32,129,3.2,0,0,0,28,28,2,82.0,7.0,2,purple
822,168,2016,2015,2019,5,33,137,2.0,0,0,0,28,28,2,82.0,15.0,2,purple
823,168,2017,2015,2019,5,34,91,1.7,0,0,0,28,28,2,82.0,20.0,2,purple
824,168,2018,2015,2019,5,35,90,1.4,0,0,0,28,28,2,82.0,20.0,2,purple
825,168,2019,2015,2019,5,36,83,0.6,1,0,0,28,13,2,82.0,20.0,2,purple
826,168,2022,2022,2026,4,32,114,2.7,0,0,0,11,11,2,82.0,18.0,2,purple
827,168,2023,2022,2026,4,33,107,0.5,0,0,0,11,11,2,82.0,20.0,2,purple
828,170,2013,2010,2014,5,30,34,4.4,0,0,0,9,9,1,80.0,20.0,2,purple
829,170,2014,2010,2014,5,31,32,0.9,0,0,0,9,9,1,80.0,20.0,2,purple
830,170,2011,2011,2016,5,32,124,5.6,0,0,0,27,27,5,80.0,14.0,2,purple
831,170,2012,2011,2016,5,33,156,7.2,0,0,0,27,27,5,80.0,15.0,2,purple
832,170,2013,2011,2016,5,34,161,5.7,0,0,0,27,27,5,80.0,16.0,2,purple
833,170,2014,2011,2016,5,35,148,6.2,0,0,0,27,27,5,80.0,17.0,2,purple
834,170,2015,2011,2016,5,36,143,4.4,0,0,0,27,27,5,80.0,16.0,2,purple
835,170,2016,2011,2016,5,37,153,6.7,0,0,0,27,27,5,80.0,18.0,2,purple
836,170,2013,2013,2017,5,29,29,6.1,0,0,0,9,9,1,80.0,8.8,2,purple
837,170,2014,2013,2017,5,30,22,2.3,0,0,0,9,9,1,80.0,15.8,2,purple
838,170,2015,2013,2017,5,31,25,0.2,0,0,0,9,9,1,80.0,16.8,2,purple
839,170,2016,2013,2017,5,32,35,-0.9,0,0,0,9,9,1,80.0,16.8,2,purple
840,170,2017,2013,2017,5,33,28,-0.5,0,0,0,9,9,1,80.0,16.8,2,purple
841,170,2011,2011,2017,7,25,127,4.3,1,1,1,8,8,9,80.0,1.428571,2,purple
842,170,2012,2011,2017,7,26,135,1.6,1,1,1,8,8,9,80.0,5.0,2,purple
843,170,2013,2011,2017,7,27,110,5.1,1,1,1,8,8,9,80.0,7.5,2,purple
844,170,2014,2011,2017,7,28,70,-0.5,1,1,1,8,8,9,80.0,10.5,2,purple
845,170,2015,2011,2017,7,29,153,2.6,1,1,1,8,8,9,80.0,16.0,2,purple
846,170,2016,2011,2017,7,30,150,2.3,1,1,1,8,8,9,80.0,17.0,2,purple
847,170,2017,2011,2017,7,31,136,-0.2,1,1,1,8,8,9,80.0,20.0,2,purple
848,170,2020,2020,2023,4,33,12,2.9,0,0,1,28,28,1,80.0,20.0,2,purple
849,170,2021,2020,2023,4,34,31,2.0,0,0,1,28,28,1,80.0,20.0,2,purple
850,170,2022,2020,2023,4,35,6,-0.3,0,0,1,28,28,1,80.0,20.0,2,purple
851,170,2023,2020,2023,4,36,3,0.1,0,0,1,28,28,1,80.0,20.0,2,purple
852,170,2008,2008,2013,6,27,163,4.2,0,1,0,16,16,3,80.0,8.4,2,purple
853,170,2009,2008,2013,6,28,135,3.5,0,1,0,16,16,4,80.0,11.6,2,purple
854,170,2010,2008,2013,6,29,81,4.7,0,1,0,16,16,5,80.0,15.0,2,purple
855,170,2002,1999,2005,6,34,139,-0.5,1,1,0,12,17,3,80.0,12.166667,2,purple
856,170,2003,1999,2005,6,35,27,-0.7,1,1,0,12,17,3,80.0,17.166667,2,purple
857,209,2020,2017,2021,5,32,51,2.0,1,1,1,24,24,3,72.8,17.2,1,pink
858,209,2021,2017,2021,5,33,97,2.7,1,1,1,24,24,3,72.8,17.2,1,pink
859,170,2010,2010,2014,5,27,33,4.4,0,0,0,9,9,1,80.0,6.85,2,purple
860,170,2011,2010,2014,5,28,34,8.6,0,0,0,9,9,1,80.0,12.85,2,purple
861,170,2012,2010,2014,5,29,33,8.1,0,0,0,9,9,1,80.0,20.0,2,purple
862,170,2017,2017,2021,5,29,65,3.0,1,2,0,13,13,0,80.0,10.8,2,purple
863,170,2020,2017,2021,5,32,27,0.4,1,2,0,13,13,0,80.0,18.0,2,purple
864,170,2021,2017,2021,5,33,69,2.5,1,2,0,13,13,0,80.0,20.0,2,purple
865,170,2018,2017,2021,5,30,69,0.6,1,2,0,13,13,0,80.0,11.333333,2,purple
866,170,2019,2017,2021,5,31,62,0.1,1,2,0,13,13,0,80.0,19.333334,2,purple
867,170,2018,2018,2022,5,32,141,6.9,1,0,0,15,15,8,80.0,14.0,2,purple
868,170,2019,2018,2022,5,33,148,2.6,1,0,0,15,15,8,80.0,15.0,2,purple
869,170,2020,2018,2022,5,34,5,0.2,1,0,0,15,15,8,80.0,16.0,2,purple
870,170,2021,2018,2022,5,35,78,2.3,1,0,0,15,15,8,80.0,17.0,2,purple
871,170,2022,2018,2022,5,36,43,-0.2,1,0,0,15,15,8,80.0,18.0,2,purple
872,170,2021,2021,2024,8,36,64,2.1,1,0,0,24,22,0,80.0,2.0,2,purple
873,170,2022,2021,2024,8,37,62,-0.8,1,0,0,24,0,0,80.0,6.0,2,purple
874,170,2009,2009,2013,5,32,135,2.8,0,0,0,27,27,5,80.0,13.054526,2,purple
875,170,2010,2009,2013,5,33,157,1.9,0,0,0,27,27,5,80.0,13.174974,2,purple
876,170,2011,2009,2013,5,34,159,2.7,0,0,0,27,27,5,80.0,16.174974,2,purple
877,170,2012,2009,2013,5,35,156,-1.7,0,0,0,27,27,5,80.0,16.0,2,purple
878,170,2013,2009,2013,5,36,126,-1.1,1,0,0,27,20,5,80.0,0.0,2,purple
879,170,2013,2009,2013,5,36,21,-0.1,1,0,0,27,13,5,80.0,16.0,2,purple
880,170,2016,2016,2020,5,28,30,0.6,1,0,0,25,25,1,80.0,12.0,2,purple
881,170,2017,2016,2020,5,29,26,0.8,1,0,0,25,25,1,80.0,0.0,2,purple
882,170,2017,2016,2020,5,29,5,1.0,0,0,0,25,23,1,80.0,15.0,2,purple
883,170,2018,2016,2020,5,30,31,1.5,0,0,0,25,23,1,80.0,17.0,2,purple
884,170,2019,2016,2020,5,31,22,1.6,0,0,0,25,23,1,80.0,16.0,2,purple
885,170,2019,2016,2020,5,31,10,-0.3,1,0,0,25,0,1,80.0,0.0,2,purple
886,170,1999,1999,2005,6,31,139,1.8,0,1,0,12,30,3,80.0,7.166666,2,purple
887,170,2000,1999,2005,6,32,161,1.8,0,1,0,12,30,4,80.0,11.166667,2,purple
888,218,2012,2009,2014,6,28,93,0.6,1,0,0,14,14,3,70.0,0.0,1,pink
889,218,2012,2009,2014,6,28,64,0.7,1,0,0,14,13,3,70.0,15.0,1,pink
890,170,2016,2016,2021,5,30,22,-0.1,1,0,1,14,14,1,80.0,12.5,2,purple
891,170,2017,2016,2021,5,31,9,0.4,1,0,1,14,14,1,80.0,15.5,2,purple
892,170,2018,2016,2021,5,32,26,0.2,1,0,1,14,14,1,80.0,10.0,2,purple
893,170,2019,2016,2021,5,33,45,-1.0,1,0,1,14,14,1,80.0,20.0,2,purple
894,185,2022,2022,2025,4,29,155,2.2,1,1,0,20,20,7,79.0,19.0,2,purple
895,185,2023,2022,2025,4,30,118,-0.7,1,1,0,20,20,7,79.0,20.0,2,purple
896,186,2013,2010,2014,5,27,31,5.1,0,0,0,2,23,1,78.0,19.857,2,purple
897,186,2014,2010,2014,5,28,34,6.4,0,0,0,2,23,1,78.0,22.857,2,purple
898,186,2010,2010,2014,5,24,34,7.2,0,0,0,2,23,1,78.0,7.2,2,purple
899,186,2011,2010,2014,5,25,33,3.6,0,0,0,2,23,1,78.0,11.7,2,purple
900,186,2012,2010,2014,5,26,33,5.3,0,0,0,2,23,1,78.0,18.5,2,purple
901,186,2022,2022,2025,4,33,118,3.8,1,0,0,17,17,9,78.0,15.75,2,purple
902,186,2023,2022,2025,4,34,86,-0.7,1,0,0,17,17,9,78.0,20.75,2,purple
903,188,2012,2012,2016,5,31,34,1.0,0,1,1,12,12,1,77.5,10.0,2,purple
904,188,2013,2012,2016,5,32,33,3.5,0,1,1,12,12,1,77.5,11.0,2,purple
905,188,2014,2012,2016,5,33,31,-0.2,0,1,1,12,12,1,77.5,16.0,2,purple
906,188,2015,2012,2016,5,34,21,1.4,0,1,1,12,12,1,77.5,18.0,2,purple
907,189,2022,2022,2026,5,29,17,0.2,0,1,1,9,9,1,77.0,14.0,2,purple
908,189,2023,2022,2026,5,30,18,2.8,0,1,1,9,9,1,77.0,14.0,2,purple
909,190,2023,2023,2028,5,29,112,3.9,1,2,0,0,0,4,76.0,11.6,2,purple
910,191,2023,2023,2027,5,28,111,0.3,0,1,1,5,5,7,75.0,8.6,2,purple
911,191,2002,2002,2007,6,25,154,6.5,1,0,0,18,1,7,75.0,10.0,2,purple
912,191,2003,2002,2007,6,26,156,4.9,1,0,0,18,1,7,75.0,12.0,2,purple
913,191,2004,2002,2007,6,27,154,3.2,1,0,0,18,1,7,75.0,12.5,2,purple
914,191,2005,2002,2007,6,28,160,6.7,1,0,0,18,1,7,75.0,13.0,2,purple
915,191,2006,2002,2007,6,29,156,5.6,1,0,0,18,1,7,75.0,13.5,2,purple
916,191,2007,2002,2007,6,30,154,3.0,1,0,0,18,1,7,75.0,14.0,2,purple
917,191,2007,2007,2012,5,29,132,5.3,1,0,0,4,4,5,75.0,9.0,2,purple
918,191,2008,2007,2012,5,30,149,3.0,1,0,0,4,4,5,75.0,15.0,2,purple
919,191,2009,2007,2012,5,31,82,1.7,1,0,0,4,4,5,75.0,16.65,2,purple
920,191,2010,2007,2012,5,32,124,-0.7,1,0,0,4,4,5,75.0,16.75,2,purple
921,191,2011,2007,2012,5,33,149,2.8,1,0,0,4,4,5,75.0,14.6,2,purple
922,191,2012,2007,2012,5,34,149,5.6,1,0,0,4,15,5,75.0,6.0,2,purple
923,191,2016,2016,2021,6,29,155,5.5,1,1,0,24,24,6,75.0,6.0,2,purple
924,191,2017,2016,2021,6,30,144,2.1,1,1,0,24,24,6,75.0,8.2,2,purple
925,191,2018,2016,2021,6,31,151,1.5,1,1,0,24,24,6,75.0,15.2,2,purple
926,191,2019,2016,2021,6,32,147,-0.5,1,1,0,24,24,6,75.0,15.2,2,purple
927,191,2020,2016,2021,6,33,54,1.3,1,1,0,24,24,6,75.0,15.2,2,purple
928,191,2021,2016,2021,6,34,138,6.1,1,1,0,24,24,6,75.0,15.2,2,purple
929,191,2013,2013,2018,5,31,136,5.0,0,0,0,27,27,4,75.0,13.0,2,purple
930,191,2014,2013,2018,5,32,161,5.1,0,0,0,27,9,5,75.0,16.0,2,purple
931,191,2015,2013,2018,5,33,154,4.7,0,0,0,27,9,4,75.0,16.0,2,purple
932,191,2016,2013,2018,5,34,153,5.6,0,0,0,27,9,4,75.0,14.0,2,purple
933,191,2017,2013,2018,5,35,139,2.0,0,0,0,27,9,4,75.0,11.0,2,purple
934,191,2018,2013,2018,5,36,91,2.5,0,0,0,27,12,4,75.0,11.0,2,purple
935,191,2018,2013,2018,5,36,37,-0.1,0,0,0,27,3,4,75.0,0.0,2,purple
936,191,2018,2018,2020,3,32,31,2.4,1,0,0,20,20,1,75.0,30.0,2,purple
937,191,2019,2018,2020,3,33,24,0.7,1,0,0,20,20,1,75.0,25.0,2,purple
938,191,2020,2018,2020,3,34,9,0.8,1,0,0,20,20,1,75.0,20.0,2,purple
939,191,2015,2015,2018,4,33,33,1.9,1,0,0,22,22,1,75.0,10.0,2,purple
940,191,2016,2015,2018,4,34,11,0.7,1,0,0,22,22,1,75.0,0.0,2,purple
941,191,2016,2015,2018,4,34,22,-1.9,0,0,0,22,5,1,75.0,21.0,2,purple
942,191,2017,2015,2018,4,35,21,0.3,0,0,0,22,5,1,75.0,21.0,2,purple
943,191,2018,2015,2018,4,36,34,1.3,0,0,0,22,5,1,75.0,21.0,2,purple
944,191,2023,2023,2027,5,30,22,2.8,1,1,0,17,17,1,75.0,15.0,2,purple
945,191,2000,2000,2005,6,33,87,1.6,1,1,0,8,8,11,75.0,12.142857,2,purple
946,191,2001,2000,2005,6,34,142,7.8,1,1,0,8,8,11,75.0,12.166667,2,purple
947,191,2002,2000,2005,6,35,136,6.1,1,1,0,8,8,11,75.0,12.666667,2,purple
948,191,2003,2000,2005,6,36,143,4.4,1,1,0,8,8,11,75.0,12.666667,2,purple
949,191,2004,2000,2005,6,37,38,1.8,1,1,0,8,8,11,75.0,12.666667,2,purple
950,191,2004,2000,2005,6,37,44,0.9,1,1,0,8,25,11,75.0,0.0,2,purple
951,191,2005,2000,2005,6,38,100,2.4,1,1,0,8,25,11,75.0,12.666667,2,purple
952,191,2005,2005,2009,5,31,82,1.6,0,0,0,9,9,9,75.0,7.2,2,purple
953,191,2006,2005,2009,5,32,155,1.9,0,0,0,9,9,9,75.0,16.2,2,purple
954,191,2007,2005,2009,5,33,157,7.3,0,0,0,9,9,9,75.0,13.2,2,purple
955,191,2008,2005,2009,5,34,146,2.1,0,0,0,9,9,9,75.0,15.768174,2,purple
956,191,2009,2005,2009,5,35,131,0.8,0,0,0,9,9,9,75.0,18.971596,2,purple
957,191,1998,1998,2003,6,26,33,7.3,0,0,0,3,3,1,75.0,7.575,2,purple
958,191,1999,1998,2003,6,27,31,9.8,0,0,0,3,3,1,75.0,11.1,2,purple
959,191,2000,1998,2003,6,28,29,11.7,0,0,0,3,3,1,75.0,11.5,2,purple
960,191,2001,1998,2003,6,29,18,5.1,0,0,0,3,3,1,75.0,13.0,2,purple
961,191,2002,1998,2003,6,30,30,6.5,0,0,0,3,3,1,75.0,14.0,2,purple
962,191,2003,1998,2003,6,31,29,8.0,0,0,0,3,3,1,75.0,15.5,2,purple
963,191,2023,2023,2029,6,24,24,2.6,1,0,0,1,1,1,75.0,1.0,2,purple
964,191,2013,2013,2018,5,30,136,6.2,1,0,0,25,25,2,75.0,14.0,2,purple
965,191,2014,2013,2018,5,31,110,3.2,1,0,0,25,25,2,75.0,15.0,2,purple
966,191,2015,2013,2018,5,32,136,1.6,1,0,0,25,25,2,75.0,15.0,2,purple
967,191,2016,2013,2018,5,33,147,3.0,1,0,0,25,25,2,75.0,14.0,2,purple
968,191,2017,2013,2018,5,34,136,1.7,1,0,0,25,25,2,75.0,14.0,2,purple
969,191,2018,2013,2018,5,35,123,1.5,1,0,0,25,25,2,75.0,20.0,2,purple
970,191,2016,2016,2016,3,30,132,3.0,1,0,0,17,17,7,75.0,27.5,2,purple
971,206,2007,2007,2011,5,29,33,6.6,1,0,0,10,10,1,73.0,13.0,1,pink
972,206,2008,2007,2011,5,30,32,3.9,1,0,0,10,10,1,73.0,13.0,1,pink
973,206,2009,2007,2011,5,31,30,2.4,1,0,0,10,10,1,73.0,14.0,1,pink
974,206,2010,2007,2011,5,32,20,2.6,1,0,0,10,10,1,73.0,15.0,1,pink
975,206,2010,2007,2011,5,32,13,3.3,1,0,0,10,20,1,73.0,0.0,1,pink
976,206,2011,2007,2011,5,33,23,2.1,1,0,0,10,20,1,73.0,16.0,1,pink
977,206,2023,2023,2028,6,28,85,3.3,1,0,0,1,1,2,73.0,4.0,1,pink
978,206,2020,2020,2023,4,31,46,0.9,0,2,0,5,5,2,73.0,18.25,1,pink
979,206,2021,2020,2023,4,32,93,3.7,0,2,0,5,5,2,73.0,18.25,1,pink
980,206,2022,2020,2023,4,33,99,-1.4,0,2,0,5,5,2,73.0,18.25,1,pink
981,206,2023,2020,2023,4,34,97,-0.1,0,2,0,5,5,2,73.0,18.25,1,pink
982,209,2017,2017,2021,5,29,104,2.8,1,1,1,24,24,3,72.8,4.0,1,pink
983,209,2018,2017,2021,5,30,112,2.5,1,1,1,24,24,4,72.8,17.2,1,pink
984,209,2019,2017,2021,5,31,156,0.5,1,1,1,24,24,5,72.8,17.2,1,pink
985,218,2013,2009,2014,6,29,86,5.2,1,0,0,14,13,3,70.0,15.5,1,pink
986,218,2014,2009,2014,6,30,128,3.7,1,0,0,14,13,3,70.0,16.0,1,pink
987,210,2012,2012,2017,6,31,147,4.0,1,0,0,6,6,4,72.5,12.0,1,pink
988,210,2013,2012,2017,6,32,151,1.7,1,0,0,6,6,5,72.5,10.0,1,pink
989,210,2014,2012,2017,6,33,121,1.0,1,0,0,6,6,4,72.5,11.0,1,pink
990,210,2015,2012,2017,6,34,148,2.2,1,0,0,6,6,4,72.5,12.0,1,pink
991,210,2016,2012,2017,6,35,141,0.1,1,0,0,6,6,4,72.5,13.0,1,pink
992,210,2017,2012,2017,6,36,120,1.0,1,0,0,6,1,4,72.5,0.0,1,pink
993,210,2017,2012,2017,6,36,24,-0.1,0,0,0,6,12,4,72.5,14.5,1,pink
994,210,2013,2013,2017,5,28,126,-1.7,1,0,0,1,1,7,72.5,12.45,1,pink
995,210,2014,2013,2017,5,29,141,-0.1,1,0,0,1,1,7,72.5,13.45,1,pink
996,210,2015,2013,2017,5,30,87,1.5,1,0,0,1,22,7,72.5,14.45,1,pink
997,210,2016,2013,2017,5,31,92,1.8,1,0,0,1,22,7,72.5,0.0,1,pink
998,210,2016,2013,2017,5,31,57,-0.4,0,0,0,1,28,7,72.5,15.45,1,pink
999,212,2016,2016,2019,4,32,128,0.7,0,1,0,11,11,11,72.0,12.0,1,pink
1000,212,2017,2016,2019,4,33,148,-0.2,0,1,0,11,11,11,72.0,16.0,1,pink
1001,212,2018,2016,2019,4,34,141,2.0,0,1,0,11,11,11,72.0,20.0,1,pink
1002,212,2019,2016,2019,4,35,150,0.9,0,1,0,11,11,11,72.0,20.0,1,pink
1003,212,2023,2023,2032,8,22,96,2.3,1,1,1,1,1,8,72.0,5.0,1,pink
1004,212,2004,2004,2009,6,30,162,7.4,0,0,0,2,2,4,72.0,5.0,1,pink
1005,212,2005,2004,2009,6,31,162,5.9,0,0,0,2,2,5,72.0,11.0,1,pink
1006,212,2006,2004,2009,6,32,162,4.5,0,0,0,2,2,4,72.0,11.811415,1,pink
1007,212,2007,2004,2009,6,33,133,2.3,0,0,0,2,2,4,72.0,13.811415,1,pink
1008,212,2008,2004,2009,6,34,158,1.9,1,0,0,2,10,4,72.0,14.811414,1,pink
1009,212,2009,2004,2009,6,35,158,1.9,1,0,0,2,10,4,72.0,14.811414,1,pink
1010,212,2002,2002,2005,4,33,150,5.8,1,0,0,4,4,11,72.0,15.0,1,pink
1011,212,2003,2002,2005,4,34,137,2.7,1,0,0,4,4,11,72.0,16.0,1,pink
1012,212,2004,2002,2005,4,35,126,1.3,1,0,0,4,4,11,72.0,16.0,1,pink
1013,212,2005,2002,2005,4,36,102,-1.0,0,0,0,4,2,11,72.0,17.0,1,pink
1014,212,2023,2023,2026,4,30,24,2.4,1,2,0,20,20,1,72.0,18.0,1,pink
1015,217,2022,2022,2024,3,31,25,2.6,1,0,0,4,4,1,71.0,25.0,1,pink
1016,217,2023,2022,2024,3,32,23,2.0,1,0,0,4,4,1,71.0,25.0,1,pink
1017,218,2019,2019,2026,7,29,59,1.3,0,2,0,18,18,8,70.0,6.285714,1,pink
1018,218,2020,2019,2026,7,30,54,0.7,0,2,0,18,18,8,70.0,10.785714,1,pink
1019,218,2021,2019,2026,7,31,32,-0.3,0,2,0,18,18,8,70.0,10.785714,1,pink
1020,218,2022,2019,2026,7,32,130,1.6,0,2,0,18,18,8,70.0,10.785714,1,pink
1021,218,2023,2019,2026,7,33,43,0.7,0,2,0,18,2,8,70.0,0.0,1,pink
1022,218,2023,2019,2026,7,33,28,-0.6,0,2,0,18,18,8,70.0,10.785714,1,pink
1023,218,2009,2009,2014,6,25,151,7.3,1,0,0,14,31,3,70.0,5.5,1,pink
1024,218,2010,2009,2014,6,26,142,2.8,1,0,0,14,31,4,70.0,7.0,1,pink
1025,218,2011,2009,2014,6,27,92,0.2,1,0,0,14,31,5,70.0,11.0,1,pink
1026,230,2004,2001,2004,4,32,128,2.9,0,1,0,28,28,3,68.0,19.7,1,pink
1027,230,2017,2014,2017,6,30,156,4.9,0,0,0,5,5,3,68.0,10.825,1,pink
1028,242,2009,2006,2010,5,33,141,5.4,1,0,0,4,4,3,65.0,13.25,1,pink
1029,242,2010,2006,2010,5,34,109,0.6,1,0,0,4,4,3,65.0,13.25,1,pink
1030,218,2017,2017,2022,5,31,95,-1.0,1,0,0,8,8,8,70.0,8.0,1,pink
1031,218,2018,2017,2022,5,32,160,-0.1,1,0,0,8,8,8,70.0,22.0,1,pink
1032,218,2019,2017,2022,5,33,140,-1.5,1,0,0,8,8,8,70.0,15.0,1,pink
1033,218,2007,2007,2011,5,31,140,2.1,0,1,0,3,3,9,70.0,14.0,1,pink
1034,218,2008,2007,2011,5,32,109,2.7,0,1,0,3,3,9,70.0,14.0,1,pink
1035,218,2009,2007,2011,5,33,137,4.4,0,1,0,3,3,9,70.0,14.0,1,pink
1036,218,2010,2007,2011,5,34,139,3.1,0,1,0,3,3,9,70.0,14.0,1,pink
1037,218,2011,2007,2011,5,35,81,-0.9,0,1,0,3,3,9,70.0,14.0,1,pink
1038,218,2018,2018,2023,5,28,144,3.7,0,0,0,23,23,5,70.0,9.6,1,pink
1039,218,2019,2018,2023,5,29,144,1.7,1,0,0,23,20,5,70.0,14.85,1,pink
1040,218,2020,2018,2023,5,30,54,1.2,1,0,0,23,20,5,70.0,14.85,1,pink
1041,218,2021,2018,2023,5,31,131,3.7,1,0,0,23,20,5,70.0,14.85,1,pink
1042,218,2022,2018,2023,5,32,98,1.8,1,0,0,23,20,5,70.0,14.85,1,pink
1043,218,2023,2018,2023,5,33,85,-1.8,1,0,0,23,14,5,70.0,6.5,1,pink
1044,218,2022,2022,2030,8,25,136,4.3,1,0,0,21,21,5,70.0,10.0,1,pink
1045,218,2023,2022,2030,8,26,86,1.9,1,0,0,21,21,5,70.0,10.0,1,pink
1046,218,2022,2022,2027,6,27,153,3.0,1,1,0,8,8,5,70.0,5.0,1,pink
1047,218,2023,2022,2027,6,28,114,3.4,1,1,0,8,8,5,70.0,9.0,1,pink
1048,218,2004,2004,2009,5,29,156,5.6,0,0,0,12,30,9,70.0,11.0,1,pink
1049,218,2005,2004,2009,5,30,141,5.7,0,0,0,12,12,9,70.0,12.5,1,pink
1050,218,2006,2004,2009,5,31,156,3.8,0,0,0,12,12,9,70.0,13.5,1,pink
1051,218,2007,2004,2009,5,32,150,4.6,0,0,0,12,12,9,70.0,14.5,1,pink
1052,218,2008,2004,2009,5,33,143,2.4,0,0,0,12,12,9,70.0,15.5,1,pink
1053,218,2009,2004,2009,5,34,100,0.7,0,0,0,12,12,9,70.0,15.0,1,pink
1054,218,2020,2020,2025,5,25,52,0.6,0,2,0,5,5,5,70.0,1.8,1,pink
1055,218,2021,2020,2025,5,26,144,4.0,0,2,0,5,5,5,70.0,6.8,1,pink
1056,218,2022,2020,2025,5,27,104,0.9,0,2,0,5,5,5,70.0,13.8,1,pink
1057,218,2023,2020,2025,5,28,55,-0.6,0,2,0,5,5,5,70.0,17.8,1,pink
1058,228,2008,2008,2014,7,27,155,5.9,0,0,0,28,28,9,68.835,4.835,1,pink
1059,228,2009,2008,2014,7,28,108,1.5,0,0,0,28,28,9,68.835,6.4,1,pink
1060,228,2009,2008,2014,7,28,41,-0.6,0,0,0,28,5,9,68.835,0.0,1,pink
1061,228,2010,2008,2014,7,29,147,3.3,0,0,0,28,5,9,68.835,10.2,1,pink
1062,228,2011,2008,2014,7,30,145,-1.9,0,0,0,28,5,9,68.835,12.5,1,pink
1063,228,2012,2008,2014,7,31,157,4.8,0,0,0,28,5,9,68.835,12.0,1,pink
1064,228,2013,2008,2014,7,32,109,1.4,0,0,0,28,5,9,68.835,0.0,1,pink
1065,228,2013,2008,2014,7,32,47,0.9,0,0,0,28,27,9,68.835,12.5,1,pink
1066,228,2014,2008,2014,7,33,131,0.3,0,0,0,28,27,9,68.835,12.5,1,pink
1067,229,2015,2015,2020,6,24,118,-1.0,1,0,0,0,0,7,68.5,5.5,1,pink
1068,229,2016,2015,2020,6,25,140,-0.9,1,0,0,0,0,7,68.5,7.5,1,pink
1069,229,2017,2015,2020,6,26,47,-0.4,1,0,0,0,0,7,68.5,9.5,1,pink
1070,229,2019,2015,2020,6,28,4,-0.2,1,0,0,0,0,7,68.5,15.5,1,pink
1071,230,2001,2001,2004,4,29,162,4.5,0,1,0,28,28,3,68.0,13.65,1,pink
1072,230,2002,2001,2004,4,30,143,4.9,0,1,0,28,28,4,68.0,19.4,1,pink
1073,230,2003,2001,2004,4,31,161,5.9,0,1,0,28,28,5,68.0,18.7,1,pink
1074,242,2010,2006,2010,5,34,39,0.9,1,0,0,4,1,3,65.0,0.0,1,pink
1075,230,2023,2023,2026,4,31,21,-0.5,1,0,0,4,4,1,68.0,14.0,1,pink
1076,230,2014,2014,2017,6,27,145,5.8,0,0,0,5,5,3,68.0,7.0,1,pink
1077,230,2015,2014,2017,6,28,154,3.5,0,0,0,5,5,4,68.0,8.666,1,pink
1078,230,2016,2014,2017,6,29,159,3.1,0,0,0,5,5,5,68.0,13.334,1,pink
1079,264,2021,2018,2021,3,35,158,-0.1,0,2,0,20,11,3,60.0,7.0,1,pink
1080,230,2011,2011,2014,4,31,30,5.8,0,0,0,3,3,1,68.0,17.0,1,pink
1081,230,2012,2011,2014,4,32,21,-0.1,0,0,0,3,3,1,68.0,0.0,1,pink
