Combined Key,Rank,Name,CITY,STATE,COUNTRY,BAT,THROW,signed TEAM,TEAM LOCALE,Position,contract start,contract end,YEAR,contract length,total salary
"Starling Marte, 2023",186,Starling Marte,Santo Domingo,,Dominican Republic,R,R,NYM,"Flushing, Queens",RF ,2022,2025,2023,4,"$78,000,000 "
"C.J. Wilson, 2012",188,C.J. Wilson,"Newport Beach, California",California,United States,L,L,LAA,"Anaheim, California",SP ,2012,2016,2012,5,"$77,500,000 "
"C.J. Wilson, 2013",188,C.J. Wilson,"Newport Beach, California",California,United States,L,L,LAA,"Anaheim, California",SP ,2012,2016,2013,5,"$77,500,000 "
"C.J. Wilson, 2014",188,C.J. Wilson,"Newport Beach, California",California,United States,L,L,LAA,"Anaheim, California",SP ,2012,2016,2014,5,"$77,500,000 "
"C.J. Wilson, 2015",188,C.J. Wilson,"Newport Beach, California",California,United States,L,L,LAA,"Anaheim, California",SP ,2012,2016,2015,5,"$77,500,000 "
"C.J. Wilson, 2016",188,C.J. Wilson,"Newport Beach, California",California,United States,L,L,LAA,"Anaheim, California",SP ,2012,2016,2016,5,"$77,500,000 "
"Eduardo Rodriguez, 2022",189,Eduardo Rodriguez,Valencia,,Venezuela,L,L,DET,Detroit,SP ,2022,2026,2022,5,"$77,000,000 "
"Eduardo Rodriguez, 2023",189,Eduardo Rodriguez,Valencia,,Venezuela,L,L,DET,Detroit,SP ,2022,2026,2023,5,"$77,000,000 "
"Ketel Marte, 2023",190,Ketel Marte,Nizao,,Dominican Republic,S,R,ARI,"Phoenix, Arizona",2B ,2023,2028,2023,5,"$76,000,000 "
"Andrew Benintendi, 2023",191,Andrew Benintendi,Cincinnati,Ohio,United States,L,L,CHW,Chicago,LF ,2023,2027,2023,5,"$75,000,000 "
"Andruw Jones, 2002",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2002,6,"$75,000,000 "
"Andruw Jones, 2003",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2003,6,"$75,000,000 "
"Andruw Jones, 2004",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2004,6,"$75,000,000 "
"Andruw Jones, 2005",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2005,6,"$75,000,000 "
"Andruw Jones, 2006",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2006,6,"$75,000,000 "
"Andruw Jones, 2007",191,Andruw Jones,Willemstad,,Curaçao,R,R,NYY,The Bronx,LF ,2002,2007,2007,6,"$75,000,000 "
"Aramis Ramirez, 2007",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2007,5,"$75,000,000 "
"Aramis Ramirez, 2008",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2008,5,"$75,000,000 "
"Aramis Ramirez, 2009",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2009,5,"$75,000,000 "
"Aramis Ramirez, 2010",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2010,5,"$75,000,000 "
"Aramis Ramirez, 2011",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2011,5,"$75,000,000 "
"Aramis Ramirez, 2012",191,Aramis Ramirez,Santo Domingo,,Dominican Republic,R,R,CHC,Chicago,3B ,2007,2012,2012,5,"$75,000,000 "
"Brandon Crawford, 2016",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2016,6,"$75,000,000 "
"Brandon Crawford, 2017",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2017,6,"$75,000,000 "
"Brandon Crawford, 2018",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2018,6,"$75,000,000 "
"Brandon Crawford, 2019",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2019,6,"$75,000,000 "
"Brandon Crawford, 2020",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2020,6,"$75,000,000 "
"Brandon Crawford, 2021",191,Brandon Crawford,"Mountain View, California",California,United States,L,R,SFG,San Francisco,SS ,2016,2021,2021,6,"$75,000,000 "
"Ian Kinsler, 2013",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",2B ,2013,2018,2013,5,"$75,000,000 "
"Ian Kinsler, 2014",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",3B ,2013,2018,2014,5,"$75,000,000 "
"Ian Kinsler, 2015",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",2B ,2013,2018,2015,5,"$75,000,000 "
"Ian Kinsler, 2016",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",2B ,2013,2018,2016,5,"$75,000,000 "
"Ian Kinsler, 2017",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",2B ,2013,2018,2017,5,"$75,000,000 "
"Ian Kinsler, 2018",191,Ian Kinsler,"Tucson, Arizona",Arizona,United States,R,R,TEX,"Arlington, Texas",2B ,2013,2018,2018,5,"$75,000,000 "
"Jake Arrieta, 2018",191,Jake Arrieta,"Farmington, Missouri",Missouri,United States,R,R,PHI,Philadelphia,SP ,2018,2020,2018,3,"$75,000,000 "
"Jake Arrieta, 2019",191,Jake Arrieta,"Farmington, Missouri",Missouri,United States,R,R,PHI,Philadelphia,SP ,2018,2020,2019,3,"$75,000,000 "
"Jake Arrieta, 2020",191,Jake Arrieta,"Farmington, Missouri",Missouri,United States,R,R,PHI,Philadelphia,SP ,2018,2020,2020,3,"$75,000,000 "
"James Shields, 2015",191,James Shields,"Newhall, Santa Clarita, California",California,United States,R,R,SDP,San Diego,SP ,2015,2018,2015,4,"$75,000,000 "
"James Shields, 2016",191,James Shields,"Newhall, Santa Clarita, California",California,United States,R,R,SDP,San Diego,SP ,2015,2018,2016,4,"$75,000,000 "
"James Shields, 2017",191,James Shields,"Newhall, Santa Clarita, California",California,United States,R,R,SDP,San Diego,SP ,2015,2018,2017,4,"$75,000,000 "
"James Shields, 2018",191,James Shields,"Newhall, Santa Clarita, California",California,United States,R,R,SDP,San Diego,SP ,2015,2018,2018,4,"$75,000,000 "
"Kodai Senga, 2023",191,Kodai Senga,Gamagōri,,Japan,L,R,NYM,"Flushing, Queens",SP ,2023,2027,2023,5,"$75,000,000 "
"Larry Walker, 2000",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2000,6,"$75,000,000 "
"Larry Walker, 2001",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2001,6,"$75,000,000 "
"Larry Walker, 2002",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2002,6,"$75,000,000 "
"Larry Walker, 2003",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2003,6,"$75,000,000 "
"Larry Walker, 2004",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2004,6,"$75,000,000 "
"Larry Walker, 2005",191,Larry Walker,"Maple Ridge, British Columbia",,Canada,L,R,COL,Denver,OF ,2000,2005,2005,6,"$75,000,000 "
"Magglio Ordonez, 2005",191,Magglio Ordonez,Caracas,,Venezuela,R,R,DET,Detroit,RF ,2005,2009,2005,5,"$75,000,000 "
"Magglio Ordonez, 2006",191,Magglio Ordonez,Caracas,,Venezuela,R,R,DET,Detroit,RF ,2005,2009,2006,5,"$75,000,000 "
"Magglio Ordonez, 2007",191,Magglio Ordonez,Caracas,,Venezuela,R,R,DET,Detroit,RF ,2005,2009,2007,5,"$75,000,000 "
"Magglio Ordonez, 2008",191,Magglio Ordonez,Caracas,,Venezuela,R,R,DET,Detroit,RF ,2005,2009,2008,5,"$75,000,000 "
"Magglio Ordonez, 2009",191,Magglio Ordonez,Caracas,,Venezuela,R,R,DET,Detroit,RF ,2005,2009,2009,5,"$75,000,000 "
"Pedro Martinez, 1998",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,1998,6,"$75,000,000 "
"Pedro Martinez, 1999",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,1999,6,"$75,000,000 "
"Pedro Martinez, 2000",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,2000,6,"$75,000,000 "
"Pedro Martinez, 2001",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,2001,6,"$75,000,000 "
"Pedro Martinez, 2002",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,2002,6,"$75,000,000 "
"Pedro Martinez, 2003",191,Pedro Martinez,"Manoguayabo, Santo Domingo",,Dominican Republic,R,R,BOS,Boston,SP ,1998,2003,2003,6,"$75,000,000 "
"Spencer Strider, 2023",191,Spencer Strider,"Columbus, Ohio",Ohio,United States,R,R,ATL,Atlanta,SP ,2023,2029,2023,6,"$75,000,000 "
"Yadier Molina, 2013",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2013,5,"$75,000,000 "
"Yadier Molina, 2014",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2014,5,"$75,000,000 "
"Yadier Molina, 2015",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2015,5,"$75,000,000 "
"Yadier Molina, 2016",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2016,5,"$75,000,000 "
"Yadier Molina, 2017",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2017,5,"$75,000,000 "
"Yadier Molina, 2018",191,Yadier Molina,"Bayamón, Puerto Rico",,Puerto Rico,R,R,STL,St. Louis,C ,2013,2018,2018,5,"$75,000,000 "
"Yoenis Cespedes, 2016",191,Yoenis Cespedes,Campechuela,,Cuba,R,R,NYM,"Flushing, Queens",LF ,2016,2016,2016,3,"$75,000,000 "
"Pablo Lopez, 2024",205,Pablo Lopez,Cabimas,,Venezuela,L,R,MIN,Minneapolis,SP ,2024,2027,2024,4,"$73,500,000 "
"Roy Oswalt, 2007",206,Roy Oswalt,"Kosciusko County, Indiana",Mississippi,United States,R,R,HOU,Houston,SP ,2007,2011,2007,5,"$73,000,000 "
"Roy Oswalt, 2008",206,Roy Oswalt,"Kosciusko County, Indiana",Mississippi,United States,R,R,HOU,Houston,SP ,2007,2011,2008,5,"$73,000,000 "
"Roy Oswalt, 2009",206,Roy Oswalt,"Kosciusko County, Indiana",Mississippi,United States,R,R,HOU,Houston,SP ,2007,2011,2009,5,"$73,000,000 "
"Roy Oswalt, 2010",206,Roy Oswalt,"Kosciusko County, Indiana",Mississippi,United States,R,R,HOU,Houston,SP ,2007,2011,2010,5,"$73,000,000 "
"Roy Oswalt, 2011",206,Roy Oswalt,"Kosciusko County, Indiana",Mississippi,United States,R,R,HOU,Houston,SP ,2007,2011,2011,5,"$73,000,000 "
"Sean Murphy, 2023",206,Sean Murphy,"Peekskill, New York",New York,United States,R,R,ATL,Atlanta,C ,2023,2028,2023,6,"$73,000,000 "
"Yasmani Grandal, 2020",206,Yasmani Grandal,Havana,,Cuba,S,R,CHW,Chicago,C ,2020,2023,2020,4,"$73,000,000 "
"Yasmani Grandal, 2021",206,Yasmani Grandal,Havana,,Cuba,S,R,CHW,Chicago,C ,2020,2023,2021,4,"$73,000,000 "
"Yasmani Grandal, 2022",206,Yasmani Grandal,Havana,,Cuba,S,R,CHW,Chicago,C ,2020,2023,2022,4,"$73,000,000 "
"Yasmani Grandal, 2023",206,Yasmani Grandal,Havana,,Cuba,S,R,CHW,Chicago,C ,2020,2023,2023,4,"$73,000,000 "
"Brandon Belt, 2017",209,Brandon Belt,"Nacogdoches, Texas",Texas,United States,L,L,SFG,San Francisco,1B ,2017,2021,2017,5,"$72,800,000 "
"Brandon Belt, 2018",209,Brandon Belt,"Nacogdoches, Texas",Texas,United States,L,L,SFG,San Francisco,2B ,2017,2021,2018,5,"$72,800,000 "
"Brandon Belt, 2019",209,Brandon Belt,"Nacogdoches, Texas",Texas,United States,L,L,SFG,San Francisco,3B ,2017,2021,2019,5,"$72,800,000 "
"Brandon Belt, 2020",209,Brandon Belt,"Nacogdoches, Texas",Texas,United States,L,L,SFG,San Francisco,1B,2017,2021,2020,5,"$72,800,000 "
"Brandon Belt, 2021",209,Brandon Belt,"Nacogdoches, Texas",Texas,United States,L,L,SFG,San Francisco,1B,2017,2021,2021,5,"$72,800,000 "
"Brandon Phillips, 2012",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,2B ,2012,2017,2012,6,"$72,500,000 "
"Brandon Phillips, 2013",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,3B ,2012,2017,2013,6,"$72,500,000 "
"Brandon Phillips, 2014",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,2B ,2012,2017,2014,6,"$72,500,000 "
"Brandon Phillips, 2015",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,2B ,2012,2017,2015,6,"$72,500,000 "
"Brandon Phillips, 2016",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,2B ,2012,2017,2016,6,"$72,500,000 "
"Brandon Phillips, 2017",210,Brandon Phillips,"Raleigh, North Carolina",North Carolina,United States,R,R,CIN,Cincinnati,2B ,2012,2017,2017,6,"$72,500,000 "
"Melvin Upton, 2013",210,Melvin Upton,"Norfolk, Virginia",Virginia,United States,R,R,ATL,Atlanta,LF ,2013,2017,2013,5,"$72,500,000 "
"Melvin Upton, 2014",210,Melvin Upton,"Norfolk, Virginia",Virginia,United States,R,R,ATL,Atlanta,LF ,2013,2017,2014,5,"$72,500,000 "
"Melvin Upton, 2015",210,Melvin Upton,"Norfolk, Virginia",Virginia,United States,R,R,ATL,Atlanta,LF ,2013,2017,2015,5,"$72,500,000 "
"Melvin Upton, 2016",210,Melvin Upton,"Norfolk, Virginia",Virginia,United States,R,R,ATL,Atlanta,LF ,2013,2017,2016,5,"$72,500,000 "
"Melvin Upton, 2017",210,Melvin Upton,"Norfolk, Virginia",Virginia,United States,R,R,ATL,Atlanta,LF ,2013,2017,2017,5,"$72,500,000 "
"Alex Gordon, 2016",212,Alex Gordon,"Lincoln, Nebraska",Nebraska,United States,L,R,KCR,"Kansas City, Missouri",OF ,2016,2019,2016,4,"$72,000,000 "
"Alex Gordon, 2017",212,Alex Gordon,"Lincoln, Nebraska",Nebraska,United States,L,R,KCR,"Kansas City, Missouri",OF ,2016,2019,2017,4,"$72,000,000 "
"Alex Gordon, 2018",212,Alex Gordon,"Lincoln, Nebraska",Nebraska,United States,L,R,KCR,"Kansas City, Missouri",OF ,2016,2019,2018,4,"$72,000,000 "
"Alex Gordon, 2019",212,Alex Gordon,"Lincoln, Nebraska",Nebraska,United States,L,R,KCR,"Kansas City, Missouri",OF ,2016,2019,2019,4,"$72,000,000 "
"Michael Harris, 2023",212,Michael Harris,"DeKalb County, Georgia",Georgia,United States,L,L,ATL,Atlanta,CF ,2023,2032,2023,8,"$72,000,000 "
"Miguel Tejada, 2004",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,2B ,2004,2009,2004,6,"$72,000,000 "
"Miguel Tejada, 2005",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,3B ,2004,2009,2005,6,"$72,000,000 "
"Miguel Tejada, 2006",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,2B ,2004,2009,2006,6,"$72,000,000 "
"Miguel Tejada, 2007",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,2B ,2004,2009,2007,6,"$72,000,000 "
"Miguel Tejada, 2008",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,2B ,2004,2009,2008,6,"$72,000,000 "
"Miguel Tejada, 2009",212,Miguel Tejada,Baní,,Dominican Republic,R,R,BAL,Baltimore,2B ,2004,2009,2009,6,"$72,000,000 "
"Sammy Sosa, 2002",212,Sammy Sosa,San Pedro de Macorís,,Venezuela,R,R,CHC,Chicago,OF ,2002,2005,2002,4,"$72,000,000 "
"Sammy Sosa, 2003",212,Sammy Sosa,San Pedro de Macorís,,Venezuela,R,R,CHC,Chicago,OF ,2002,2005,2003,4,"$72,000,000 "
"Sammy Sosa, 2004",212,Sammy Sosa,San Pedro de Macorís,,Venezuela,R,R,CHC,Chicago,OF ,2002,2005,2004,4,"$72,000,000 "
"Sammy Sosa, 2005",212,Sammy Sosa,San Pedro de Macorís,,Venezuela,R,R,CHC,Chicago,OF ,2002,2005,2005,4,"$72,000,000 "
"Taijuan Walker, 2023",212,Taijuan Walker,"Shreveport, Louisiana",Louisiana,United States,S,R,PHI,Philadelphia,SP ,2023,2026,2023,4,"$72,000,000 "
"Marcus Stroman, 2022",217,Marcus Stroman,"Medford, Oregon",New York,United States,R,R,CHC,Chicago,SP ,2022,2024,2022,3,"$71,000,000 "
"Marcus Stroman, 2023",217,Marcus Stroman,"Medford, Oregon",New York,United States,R,R,CHC,Chicago,SP ,2022,2024,2023,3,"$71,000,000 "
"Aaron Hicks, 2019",218,Aaron Hicks,San Pedro de Macorís,California,United States,S,R,NYY,The Bronx,CF ,2019,2026,2019,7,"$70,000,000 "
"Aaron Hicks, 2020",218,Aaron Hicks,San Pedro de Macorís,California,United States,S,R,NYY,The Bronx,CF ,2019,2026,2020,7,"$70,000,000 "
"Aaron Hicks, 2021",218,Aaron Hicks,San Pedro de Macorís,California,United States,S,R,NYY,The Bronx,CF ,2019,2026,2021,7,"$70,000,000 "
"Aaron Hicks, 2022",218,Aaron Hicks,San Pedro de Macorís,California,United States,S,R,NYY,The Bronx,CF ,2019,2026,2022,7,"$70,000,000 "
"Aaron Hicks, 2023",218,Aaron Hicks,San Pedro de Macorís,California,United States,S,R,NYY,The Bronx,CF ,2019,2026,2023,7,"$70,000,000 "
"Hanley Ramirez, 2009",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,1B ,2009,2014,2009,6,"$70,000,000 "
"Hanley Ramirez, 2010",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,2B ,2009,2014,2010,6,"$70,000,000 "
"Hanley Ramirez, 2011",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,3B ,2009,2014,2011,6,"$70,000,000 "
"Hanley Ramirez, 2012",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,1B,2009,2014,2012,6,"$70,000,000 "
"Hanley Ramirez, 2013",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,1B,2009,2014,2013,6,"$70,000,000 "
"Hanley Ramirez, 2014",218,Hanley Ramirez,Samaná,,Dominican Republic,R,R,MIA,Miami,1B,2009,2014,2014,6,"$70,000,000 "
"Ian Desmond, 2017",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2017,5,"$70,000,000 "
"Ian Desmond, 2018",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2018,5,"$70,000,000 "
"Ian Desmond, 2019",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2019,5,"$70,000,000 "
"Ian Desmond, 2020",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2020,5,"$70,000,000 "
"Ian Desmond, 2021",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2021,5,"$70,000,000 "
"Ian Desmond, 2022",218,Ian Desmond,"Sarasota, Florida",Florida,United States,R,R,COL,Denver,CF ,2017,2022,2022,5,"$70,000,000 "
"J.D. Drew, 2007",218,J.D. Drew,"Tallahassee, Florida",Florida,United States,L,R,BOS,Boston,RF ,2007,2011,2007,5,"$70,000,000 "
"J.D. Drew, 2008",218,J.D. Drew,"Tallahassee, Florida",Florida,United States,L,R,BOS,Boston,RF ,2007,2011,2008,5,"$70,000,000 "
"J.D. Drew, 2009",218,J.D. Drew,"Tallahassee, Florida",Florida,United States,L,R,BOS,Boston,RF ,2007,2011,2009,5,"$70,000,000 "
"J.D. Drew, 2010",218,J.D. Drew,"Tallahassee, Florida",Florida,United States,L,R,BOS,Boston,RF ,2007,2011,2010,5,"$70,000,000 "
"J.D. Drew, 2011",218,J.D. Drew,"Tallahassee, Florida",Florida,United States,L,R,BOS,Boston,RF ,2007,2011,2011,5,"$70,000,000 "
"Jean Segura, 2018",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B ,2018,2023,2018,5,"$70,000,000 "
"Jean Segura, 2019",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B,2018,2023,2019,5,"$70,000,000 "
"Jean Segura, 2020",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B,2018,2023,2020,5,"$70,000,000 "
"Jean Segura, 2021",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B,2018,2023,2021,5,"$70,000,000 "
"Jean Segura, 2022",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B,2018,2023,2022,5,"$70,000,000 "
"Jean Segura, 2023",218,Jean Segura,San Juan de la Maguana,,Dominican Republic,R,R,SEA,Seattle,3B,2018,2023,2023,5,"$70,000,000 "
"Ke'Bryan Hayes, 2022",218,Ke'Bryan Hayes,"Tomball, Texas",Texas,United States,R,R,PIT,Pittsburgh,3B ,2022,2030,2022,8,"$70,000,000 "
"Ke'Bryan Hayes, 2023",218,Ke'Bryan Hayes,"Tomball, Texas",Texas,United States,R,R,PIT,Pittsburgh,3B,2022,2030,2023,8,"$70,000,000 "
"Ryan McMahon, 2022",218,Ryan McMahon,"Yorba Linda, California",California,United States,L,R,COL,Denver,3B ,2022,2027,2022,6,"$70,000,000 "
"Ryan McMahon, 2023",218,Ryan McMahon,"Yorba Linda, California",California,United States,L,R,COL,Denver,3B,2022,2027,2023,6,"$70,000,000 "
"Stephen Strasburg, 2024",218,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2024,2030,2024,7,"$70,000,000 "
"Vladimir Guerrero, 2004",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2004,5,"$70,000,000 "
"Vladimir Guerrero, 2005",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2005,5,"$70,000,000 "
"Vladimir Guerrero, 2006",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2006,5,"$70,000,000 "
"Vladimir Guerrero, 2007",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2007,5,"$70,000,000 "
"Vladimir Guerrero, 2008",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2008,5,"$70,000,000 "
"Vladimir Guerrero, 2009",218,Vladimir Guerrero,Nizao,,Dominican Republic,R,R,LAA,"Anaheim, California",RF ,2004,2009,2009,5,"$70,000,000 "
"Yoan Moncada, 2020",218,Yoan Moncada,Cienfuegos,,Cuba,S,R,CHW,Chicago,3B ,2020,2025,2020,5,"$70,000,000 "
"Yoan Moncada, 2021",218,Yoan Moncada,Cienfuegos,,Cuba,S,R,CHW,Chicago,3B,2020,2025,2021,5,"$70,000,000 "
"Yoan Moncada, 2022",218,Yoan Moncada,Cienfuegos,,Cuba,S,R,CHW,Chicago,3B,2020,2025,2022,5,"$70,000,000 "
"Yoan Moncada, 2023",218,Yoan Moncada,Cienfuegos,,Cuba,S,R,CHW,Chicago,3B,2020,2025,2023,5,"$70,000,000 "
"Alex Rios, 2008",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2008,7,"$68,835,000 "
"Alex Rios, 2009",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2009,7,"$68,835,000 "
"Alex Rios, 2010",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2010,7,"$68,835,000 "
"Alex Rios, 2011",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2011,7,"$68,835,000 "
"Alex Rios, 2012",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2012,7,"$68,835,000 "
"Alex Rios, 2013",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2013,7,"$68,835,000 "
"Alex Rios, 2014",228,Alex Rios,"Coffee County, Alabama",Alabama,United States,R,R,TOR,Toronto,RF ,2008,2014,2014,7,"$68,835,000 "
